Iteration,H,Number of connected components,Maximum number of connected components,Number of connected components / Maximum number of connected components,Volume largest connected component,Total Volume,Largest volume / Total volume,Is percolating
56,0.390625,3,52,0.0576923,101408,101792,0.996228,1
56,0.386719,3,52,0.0576923,102128,102512,0.996254,1
56,0.382813,3,52,0.0576923,102608,102992,0.996272,1
56,0.378906,3,52,0.0576923,103144,103528,0.996291,1
56,0.375,3,52,0.0576923,103880,104264,0.996317,1
56,0.371094,3,52,0.0576923,104616,105000,0.996343,1
56,0.367188,2,52,0.0384615,105640,105768,0.99879,1
56,0.363281,2,52,0.0384615,106632,106760,0.998801,1
56,0.359375,2,52,0.0384615,107144,107272,0.998807,1
56,0.355469,2,52,0.0384615,107640,107768,0.998812,1
56,0.351563,2,52,0.0384615,108602,108730,0.998823,1
56,0.347656,2,52,0.0384615,109594,109722,0.998833,1
56,0.34375,2,52,0.0384615,110042,110170,0.998838,1
56,0.339844,2,52,0.0384615,110627,110755,0.998844,1
56,0.335938,2,52,0.0384615,111107,111235,0.998849,1
56,0.332031,2,52,0.0384615,111811,111939,0.998857,1
56,0.328125,2,52,0.0384615,112835,112963,0.998867,1
56,0.324219,2,52,0.0384615,113795,113923,0.998876,1
56,0.320313,2,52,0.0384615,114380,114508,0.998882,1
56,0.316406,2,52,0.0384615,114892,115020,0.998887,1
56,0.3125,2,52,0.0384615,115328,115456,0.998891,1
56,0.308594,2,52,0.0384615,115936,116064,0.998897,1
56,0.304688,1,52,0.0192308,116448,116448,1,1
56,0.300781,1,52,0.0192308,116885,116885,1,1
56,0.296875,1,52,0.0192308,117414,117414,1,1
56,0.292969,1,52,0.0192308,118150,118150,1,1
56,0.289063,1,52,0.0192308,118918,118918,1,1
56,0.285156,1,52,0.0192308,119462,119462,1,1
56,0.28125,1,52,0.0192308,120214,120214,1,1
56,0.277344,1,52,0.0192308,120818,120818,1,1
56,0.273438,1,52,0.0192308,121586,121586,1,1
56,0.269531,1,52,0.0192308,122578,122578,1,1
56,0.265625,1,52,0.0192308,123090,123090,1,1
56,0.261719,1,52,0.0192308,123698,123698,1,1
56,0.257813,1,52,0.0192308,124660,124660,1,1
56,0.253906,1,52,0.0192308,125334,125334,1,1
56,0.25,1,52,0.0192308,125830,125830,1,1
56,0.246094,1,52,0.0192308,126854,126854,1,1
56,0.242188,1,52,0.0192308,127478,127478,1,1
56,0.238281,1,52,0.0192308,128056,128056,1,1
56,0.234375,1,52,0.0192308,128792,128792,1,1
56,0.230469,1,52,0.0192308,129402,129402,1,1
56,0.226563,1,52,0.0192308,129994,129994,1,1
56,0.222656,1,52,0.0192308,130716,130716,1,1
56,0.21875,1,52,0.0192308,131422,131422,1,1
56,0.214844,1,52,0.0192308,132384,132384,1,1
56,0.210938,1,52,0.0192308,133074,133074,1,1
56,0.207031,1,52,0.0192308,133652,133652,1,1
56,0.203125,1,52,0.0192308,134388,134388,1,1
56,0.199219,1,52,0.0192308,135380,135380,1,1
56,0.195313,1,52,0.0192308,136404,136404,1,1
56,0.191406,1,52,0.0192308,137014,137014,1,1
56,0.1875,1,52,0.0192308,138038,138038,1,1
56,0.183594,1,52,0.0192308,138774,138774,1,1
56,0.179688,1,52,0.0192308,139126,139126,1,1
56,0.175781,1,52,0.0192308,139592,139592,1,1
56,0.171875,1,52,0.0192308,140314,140314,1,1
56,0.167969,1,52,0.0192308,140778,140778,1,1
56,0.164063,1,52,0.0192308,141244,141244,1,1
56,0.160156,1,52,0.0192308,141740,141740,1,1
56,0.15625,1,52,0.0192308,142700,142700,1,1
56,0.152344,1,52,0.0192308,143662,143662,1,1
56,0.148438,1,52,0.0192308,144430,144430,1,1
56,0.144531,1,52,0.0192308,145454,145454,1,1
56,0.140625,1,52,0.0192308,146032,146032,1,1
56,0.136719,1,52,0.0192308,146636,146636,1,1
56,0.132813,1,52,0.0192308,147070,147070,1,1
56,0.128906,1,52,0.0192308,147296,147296,1,1
56,0.125,1,52,0.0192308,148288,148288,1,1
56,0.121094,1,52,0.0192308,148962,148962,1,1
56,0.117188,1,52,0.0192308,149442,149442,1,1
56,0.113281,1,52,0.0192308,150178,150178,1,1
56,0.109375,1,52,0.0192308,150900,150900,1,1
56,0.105469,1,52,0.0192308,151668,151668,1,1
56,0.101563,1,52,0.0192308,152133,152133,1,1
56,0.0976563,1,52,0.0192308,153157,153157,1,1
56,0.09375,1,52,0.0192308,153637,153637,1,1
56,0.0898438,1,52,0.0192308,154085,154085,1,1
56,0.0859375,1,52,0.0192308,154551,154551,1,1
56,0.0820313,1,52,0.0192308,155303,155303,1,1
56,0.078125,1,52,0.0192308,156295,156295,1,1
56,0.0742188,1,52,0.0192308,156903,156903,1,1
56,0.0703125,1,52,0.0192308,157655,157655,1,1
56,0.0664063,1,52,0.0192308,158359,158359,1,1
56,0.0625,1,52,0.0192308,159127,159127,1,1
56,0.0585938,1,52,0.0192308,159591,159591,1,1
56,0.0546875,1,52,0.0192308,160071,160071,1,1
56,0.0507813,1,52,0.0192308,160695,160695,1,1
56,0.046875,1,52,0.0192308,161719,161719,1,1
57,1,12,52,0.230769,512,4246,0.120584,0
57,0.996094,14,52,0.269231,512,5238,0.0977472,0
57,0.992188,16,52,0.307692,512,5567,0.0919705,0
57,0.988281,17,52,0.326923,660,6289,0.104945,0
57,0.984375,19,52,0.365385,660,6641,0.0993826,0
57,0.980469,21,52,0.403846,660,7121,0.0926836,0
57,0.976563,22,52,0.423077,1024,7745,0.132214,0
57,0.972656,24,52,0.461538,1024,8513,0.120287,0
57,0.96875,26,52,0.5,1024,8858,0.115602,0
57,0.964844,28,52,0.538462,1024,9338,0.109659,0
57,0.960938,30,52,0.576923,1024,10074,0.101648,0
57,0.957031,32,52,0.615385,1024,10652,0.0961322,0
57,0.953125,34,52,0.653846,1024,11644,0.0879423,0
57,0.949219,35,52,0.673077,1024,12396,0.0826073,0
57,0.945313,34,52,0.653846,1536,13020,0.117972,0
57,0.941406,36,52,0.692308,1536,13381,0.11479,0
57,0.9375,37,52,0.711538,1536,14101,0.108928,0
57,0.933594,38,52,0.730769,1536,14423,0.106497,0
57,0.929688,40,52,0.769231,1536,15447,0.0994368,0
57,0.925781,42,52,0.807692,1536,16050.9,0.0956957,0
57,0.921875,43,52,0.826923,1536,16786.9,0.0915001,0
57,0.917969,44,52,0.846154,1536,17506.9,0.087737,0
57,0.914063,46,52,0.884615,1536,17732.9,0.0866188,0
57,0.910156,46,52,0.884615,1536,18500.9,0.0830231,0
57,0.90625,48,52,0.923077,1536,19236.9,0.0798467,0
57,0.902344,48,52,0.923077,1536,20228.9,0.0759311,0
57,0.898438,48,52,0.923077,1536,20582.9,0.0746251,0
57,0.894531,48,52,0.923077,1536,21160.9,0.0725868,0
57,0.890625,49,52,0.942308,1536,21896.9,0.070147,0
57,0.886719,49,52,0.942308,2048,22920.9,0.0893509,0
57,0.882813,49,52,0.942308,2048,23688.9,0.0864541,0
57,0.878906,49,52,0.942308,2048,24168.9,0.0847371,0
57,0.875,46,52,0.884615,3920,25128.9,0.155996,0
57,0.871094,46,52,0.884615,5456,25594.9,0.213168,0
57,0.867188,47,52,0.903846,5456,26330.9,0.207209,0
57,0.863281,46,52,0.884615,6480,26954.9,0.240402,0
57,0.859375,46,52,0.884615,6480,27946.9,0.231869,0
57,0.855469,45,52,0.865385,6480,28668.9,0.226029,0
57,0.851563,45,52,0.865385,7296,29628.9,0.246246,0
57,0.847656,45,52,0.865385,7776,30348.9,0.25622,0
57,0.84375,46,52,0.884615,7776,31038.9,0.250525,0
57,0.839844,46,52,0.884615,7776,32030.9,0.242766,0
57,0.835938,47,52,0.903846,7776,32352.9,0.24035,0
57,0.832031,46,52,0.884615,8352,32832.9,0.254379,0
57,0.828125,47,52,0.903846,8352,33552.9,0.248921,0
57,0.824219,47,52,0.903846,8352,33920.9,0.24622,0
57,0.820313,46,52,0.884615,8352,34688.9,0.240769,0
57,0.816406,48,52,0.923077,8352,35456.9,0.235554,0
57,0.8125,48,52,0.923077,8352,36208.9,0.230662,0
57,0.808594,47,52,0.903846,8352,37232.9,0.224318,0
57,0.804688,48,52,0.923077,8608,38000.9,0.226521,0
57,0.800781,48,52,0.923077,8608,38704.9,0.222401,0
57,0.796875,47,52,0.903846,8608,39426.9,0.218328,0
57,0.792969,47,52,0.903846,8848,39906.9,0.221716,0
57,0.789063,48,52,0.923077,8848,40610.9,0.217873,0
57,0.785156,48,52,0.923077,9088,41378.9,0.219629,0
57,0.78125,47,52,0.903846,10048,41970.9,0.239404,0
57,0.777344,47,52,0.903846,10048,42377.8,0.237106,0
57,0.773438,49,52,0.942308,10048,42969.8,0.233839,0
57,0.769531,48,52,0.923077,10048,43993.8,0.228396,0
57,0.765625,47,52,0.903846,10384,44730.8,0.232145,0
57,0.761719,46,52,0.884615,10890,45754.8,0.238008,0
57,0.757813,44,52,0.846154,10890,46476.8,0.234311,0
57,0.753906,45,52,0.865385,10890,46630.8,0.233537,0
57,0.75,45,52,0.865385,10890,47334.8,0.230064,0
57,0.746094,46,52,0.884615,10890,47974.8,0.226994,0
57,0.742188,47,52,0.903846,10890,48454.8,0.224746,0
57,0.738281,47,52,0.903846,10890,49158.8,0.221527,0
57,0.734375,47,52,0.903846,11120,49670.8,0.223874,0
57,0.730469,46,52,0.884615,12426,50438.8,0.246358,0
57,0.726563,46,52,0.884615,12426,50686.8,0.245153,1
57,0.722656,46,52,0.884615,12426,51070.8,0.24331,1
57,0.71875,45,52,0.865385,12426,51490.8,0.241325,1
57,0.714844,44,52,0.846154,18058,52514.8,0.343865,1
57,0.710938,45,52,0.865385,18058,52836.8,0.34177,1
57,0.707031,44,52,0.846154,18058,53540.8,0.337276,1
57,0.703125,42,52,0.807692,21754,54564.8,0.398682,1
57,0.699219,41,52,0.788462,21754,54932.8,0.396012,1
57,0.695313,41,52,0.788462,22266,55556.8,0.400779,1
57,0.691406,40,52,0.769231,22266,56004.8,0.397573,1
57,0.6875,40,52,0.769231,23034,56772.8,0.405723,1
57,0.683594,40,52,0.769231,23482,57101.8,0.411231,1
57,0.679688,38,52,0.730769,25146,57693.8,0.435853,1
57,0.675781,37,52,0.711538,26074,58397.8,0.44649,1
57,0.671875,36,52,0.692308,26586,59119.8,0.449697,1
57,0.667969,36,52,0.692308,27098,59855.8,0.452722,1
57,0.664063,36,52,0.692308,27466,60223.8,0.456066,1
57,0.660156,36,52,0.692308,27466,60703.8,0.45246,1
57,0.65625,34,52,0.653846,27466,61439.8,0.44704,1
57,0.652344,36,52,0.692308,27466,62143.8,0.441975,1
57,0.648438,35,52,0.673077,27978,62911.8,0.444718,1
57,0.644531,34,52,0.653846,28090,63087.8,0.445253,1
57,0.640625,34,52,0.653846,28602,63697.8,0.449027,1
57,0.636719,33,52,0.634615,28730,64081.8,0.448334,1
57,0.632813,34,52,0.653846,28730,64547.8,0.445097,1
57,0.628906,31,52,0.596154,46088,65283.8,0.705964,1
57,0.625,29,52,0.557692,49344,65851.8,0.749319,1
57,0.621094,29,52,0.557692,50368,66875.8,0.753158,1
57,0.617188,29,52,0.557692,50864,67371.8,0.754975,1
57,0.613281,28,52,0.538462,52411,67707.8,0.774077,1
57,0.609375,27,52,0.519231,53883,68699.8,0.784326,1
57,0.605469,26,52,0.5,55835,69659.8,0.801539,1
57,0.601563,25,52,0.480769,55835,70107.8,0.796417,1
57,0.597656,24,52,0.461538,55835,70843.8,0.788143,1
57,0.59375,23,52,0.442308,57517,71533.8,0.804054,1
57,0.589844,23,52,0.442308,58509,72525.8,0.806734,1
57,0.585938,23,52,0.442308,59469,73485.8,0.809259,1
57,0.582031,22,52,0.423077,60717,74221.8,0.818049,1
57,0.578125,21,52,0.403846,61549,74701.8,0.82393,1
57,0.574219,20,52,0.384615,62029,75437.8,0.822254,1
57,0.570313,18,52,0.346154,65755,76367.8,0.861031,1
57,0.566406,18,52,0.346154,66523,77135.8,0.862415,1
57,0.5625,18,52,0.346154,67275,77887.8,0.863743,1
57,0.558594,18,52,0.346154,68043,78655.8,0.865073,1
57,0.554688,17,52,0.326923,70043,79135.8,0.885099,1
57,0.550781,15,52,0.288462,73241.6,79556.6,0.920623,1
57,0.546875,15,52,0.288462,73789.6,80104.6,0.921166,1
57,0.542969,15,52,0.288462,74557.6,80872.6,0.921914,1
57,0.539063,15,52,0.288462,74925.6,81240.6,0.922268,1
57,0.535156,14,52,0.269231,76655.6,81706.6,0.938181,1
57,0.53125,14,52,0.269231,77089.6,82140.6,0.938508,1
57,0.527344,14,52,0.269231,77681.6,82732.6,0.938948,1
57,0.523438,14,52,0.269231,77980.5,83031.5,0.939168,1
57,0.519531,14,52,0.269231,78748.5,83799.5,0.939725,1
57,0.515625,14,52,0.269231,79468.5,84519.5,0.940239,1
57,0.511719,11,52,0.211538,81214.5,84985.5,0.955628,1
57,0.507813,9,52,0.173077,82238.5,85721.5,0.959368,1
57,0.503906,9,52,0.173077,83230.5,86713.5,0.959833,1
57,0.5,9,52,0.173077,83854.5,87337.5,0.96012,1
57,0.496094,9,52,0.173077,84031.5,87514.5,0.960201,1
57,0.492188,9,52,0.173077,84543.5,88154.5,0.959038,1
57,0.488281,10,52,0.192308,84799.5,88922.5,0.953634,1
57,0.484375,10,52,0.192308,85279.5,89402.5,0.953883,1
57,0.480469,10,52,0.192308,86303.5,90394.5,0.954743,1
57,0.476563,9,52,0.173077,88791.5,90844.5,0.977401,1
57,0.472656,9,52,0.173077,89050.5,91103.5,0.977465,1
57,0.46875,7,52,0.134615,90400.5,91763.5,0.985147,1
57,0.464844,7,52,0.134615,91136.5,92499.5,0.985265,1
57,0.460938,7,52,0.134615,91488.5,92851.5,0.985321,1
57,0.457031,7,52,0.134615,91954.5,93317.5,0.985394,1
57,0.453125,7,52,0.134615,92946.5,94309.5,0.985548,1
57,0.449219,6,52,0.115385,93226.5,94533.5,0.986174,1
57,0.445313,6,52,0.115385,94250.5,95557.5,0.986322,1
57,0.441406,6,52,0.115385,94746.5,96053.5,0.986393,1
57,0.4375,6,52,0.115385,95514.5,96821.5,0.986501,1
57,0.433594,5,52,0.0961538,96074.5,97269.5,0.987715,1
57,0.429688,5,52,0.0961538,96794.5,97989.5,0.987805,1
57,0.425781,5,52,0.0961538,97274.5,98469.5,0.987864,1
57,0.421875,5,52,0.0961538,98234.5,99429.5,0.987981,1
57,0.417969,5,52,0.0961538,98812.5,100008,0.988051,1
57,0.414063,5,52,0.0961538,99836.5,101032,0.988172,1
57,0.410156,5,52,0.0961538,100541,101736,0.988254,1
57,0.40625,5,52,0.0961538,101441,102636,0.988357,1
57,0.402344,5,52,0.0961538,102177,103372,0.98844,1
57,0.398438,5,52,0.0961538,103201,104396,0.988553,1
57,0.394531,5,52,0.0961538,103681,104876,0.988606,1
57,0.390625,5,52,0.0961538,104289,105484,0.988671,1
57,0.386719,5,52,0.0961538,105041,106236,0.988751,1
57,0.382813,5,52,0.0961538,105553,106748,0.988805,1
57,0.378906,5,52,0.0961538,106033,107228,0.988855,1
57,0.375,5,52,0.0961538,106513,107708,0.988905,1
57,0.371094,5,52,0.0961538,107505,108700,0.989006,1
57,0.367188,5,52,0.0961538,108145,109340,0.989071,1
57,0.363281,5,52,0.0961538,108851,110046,0.989141,1
57,0.359375,4,52,0.0769231,109303,110400,0.990063,1
57,0.355469,4,52,0.0769231,110233,111330,0.990146,1
57,0.351563,4,52,0.0769231,110667,111764,0.990185,1
57,0.347656,4,52,0.0769231,111371,112468,0.990246,1
57,0.34375,4,52,0.0769231,111707,112804,0.990275,1
57,0.339844,4,52,0.0769231,112699,113796,0.99036,1
57,0.335938,4,52,0.0769231,113405,114502,0.990419,1
57,0.332031,4,52,0.0769231,113624,114721,0.990438,1
57,0.328125,4,52,0.0769231,114202,115299,0.990486,1
57,0.324219,4,52,0.0769231,114938,116035,0.990546,1
57,0.320313,4,52,0.0769231,115962,117059,0.990629,1
57,0.316406,4,52,0.0769231,116278,117375,0.990654,1
57,0.3125,4,52,0.0769231,116558,117655,0.990676,1
57,0.308594,4,52,0.0769231,117248,118345,0.990731,1
57,0.304688,3,52,0.0576923,118384,118969,0.995083,1
57,0.300781,2,52,0.0384615,119179,119659,0.995989,1
57,0.296875,2,52,0.0384615,119915,120395,0.996013,1
57,0.292969,2,52,0.0384615,120547,121027,0.996034,1
57,0.289063,2,52,0.0384615,121269,121749,0.996057,1
57,0.285156,2,52,0.0384615,122261,122741,0.996089,1
57,0.28125,2,52,0.0384615,123195,123675,0.996119,1
57,0.277344,2,52,0.0384615,123643,124123,0.996133,1
57,0.273438,2,52,0.0384615,124605,125085,0.996163,1
57,0.269531,2,52,0.0384615,125597,126077,0.996193,1
57,0.265625,2,52,0.0384615,126365,126845,0.996216,1
57,0.261719,2,52,0.0384615,126813,127293,0.996229,1
57,0.257813,2,52,0.0384615,127517,127997,0.99625,1
57,0.253906,1,52,0.0192308,128701,128701,1,1
57,0.25,1,52,0.0192308,129293,129293,1,1
57,0.246094,1,52,0.0192308,129903,129903,1,1
57,0.242188,1,52,0.0192308,130351,130351,1,1
57,0.238281,1,52,0.0192308,131343,131343,1,1
57,0.234375,1,52,0.0192308,131792,131792,1,1
57,0.230469,1,52,0.0192308,132544,132544,1,1
57,0.226563,1,52,0.0192308,132912,132912,1,1
57,0.222656,1,52,0.0192308,133249,133249,1,1
57,0.21875,1,52,0.0192308,133953,133953,1,1
57,0.214844,1,52,0.0192308,134465,134465,1,1
57,0.210938,1,52,0.0192308,134803,134803,1,1
57,0.207031,1,52,0.0192308,135237,135237,1,1
57,0.203125,1,52,0.0192308,135941,135941,1,1
57,0.199219,1,52,0.0192308,136903,136903,1,1
57,0.195313,1,52,0.0192308,137415,137415,1,1
57,0.191406,1,52,0.0192308,138439,138439,1,1
57,0.1875,1,52,0.0192308,138903,138903,1,1
57,0.183594,1,52,0.0192308,139513,139513,1,1
57,0.179688,1,52,0.0192308,140235,140235,1,1
57,0.175781,1,52,0.0192308,141259,141259,1,1
57,0.171875,1,52,0.0192308,141963,141963,1,1
57,0.167969,1,52,0.0192308,142587,142587,1,1
57,0.164063,1,52,0.0192308,142909,142909,1,1
57,0.160156,1,52,0.0192308,143526,143526,1,1
57,0.15625,1,52,0.0192308,144134,144134,1,1
57,0.152344,1,52,0.0192308,144824,144824,1,1
57,0.148438,1,52,0.0192308,145816,145816,1,1
57,0.144531,1,52,0.0192308,146552,146552,1,1
57,0.140625,1,52,0.0192308,147184,147184,1,1
57,0.136719,1,52,0.0192308,147858,147858,1,1
57,0.132813,1,52,0.0192308,148482,148482,1,1
57,0.128906,1,52,0.0192308,149474,149474,1,1
57,0.125,1,52,0.0192308,149911,149911,1,1
57,0.121094,1,52,0.0192308,150647,150647,1,1
57,0.117188,1,52,0.0192308,151399,151399,1,1
57,0.113281,1,52,0.0192308,151767,151767,1,1
57,0.109375,1,52,0.0192308,152473,152473,1,1
57,0.105469,1,52,0.0192308,152953,152953,1,1
57,0.101563,1,52,0.0192308,153465,153465,1,1
57,0.0976563,1,52,0.0192308,153929,153929,1,1
57,0.09375,1,52,0.0192308,154297,154297,1,1
57,0.0898438,1,52,0.0192308,155033,155033,1,1
57,0.0859375,1,52,0.0192308,155594,155594,1,1
57,0.0820313,1,52,0.0192308,156330,156330,1,1
57,0.078125,1,52,0.0192308,157020,157020,1,1
57,0.0742188,1,52,0.0192308,157486,157486,1,1
57,0.0703125,1,52,0.0192308,158510,158510,1,1
57,0.0664063,1,52,0.0192308,159214,159214,1,1
57,0.0625,1,52,0.0192308,160238,160238,1,1
57,0.0585938,1,52,0.0192308,160990,160990,1,1
57,0.0546875,1,52,0.0192308,161742,161742,1,1
57,0.0507813,1,52,0.0192308,162327,162327,1,1
57,0.046875,1,52,0.0192308,162967,162967,1,1
58,1,12,52,0.230769,512,3876,0.132095,0
58,0.996094,13,52,0.25,1024,4644,0.2205,0
58,0.992188,15,52,0.288462,1024,5380,0.190335,0
58,0.988281,17,52,0.326923,1024,6116,0.16743,0
58,0.984375,17,52,0.326923,1024,6564,0.156002,0
58,0.980469,18,52,0.346154,1024,7556,0.135521,0
58,0.976563,20,52,0.384615,1024,8261,0.123956,0
58,0.972656,20,52,0.384615,1024,9221,0.111051,0
58,0.96875,22,52,0.423077,1024,9701,0.105556,0
58,0.964844,23,52,0.442308,1024,10009,0.102308,0
58,0.960938,25,52,0.480769,1024,10649,0.0961593,0
58,0.957031,27,52,0.519231,1024,11273,0.0908365,0
58,0.953125,29,52,0.557692,1024,11881,0.086188,0
58,0.949219,30,52,0.576923,1024,12521,0.0817826,0
58,0.945313,30,52,0.576923,1024,13483,0.0759475,0
58,0.941406,30,52,0.576923,1536,14507,0.10588,0
58,0.9375,32,52,0.615385,1536,15075,0.101891,0
58,0.933594,34,52,0.653846,1536,15811,0.0971476,0
58,0.929688,36,52,0.692308,1536,16501,0.0930853,0
58,0.925781,38,52,0.730769,1536,17493,0.0878066,0
58,0.921875,37,52,0.711538,1536,18229,0.0842613,0
58,0.917969,38,52,0.730769,1536,18853,0.0814724,0
58,0.914063,39,52,0.75,1536,19456.9,0.0789438,0
58,0.910156,41,52,0.788462,1536,20192.9,0.0760664,0
58,0.90625,43,52,0.826923,1536,20928.9,0.0733914,0
58,0.902344,43,52,0.826923,1536,21680.9,0.0708458,0
58,0.898438,43,52,0.826923,1792,22192.9,0.0807466,0
58,0.894531,45,52,0.865385,1792,22530.9,0.0795353,0
58,0.890625,46,52,0.884615,1792,23239.8,0.0771093,0
58,0.886719,46,52,0.884615,1792,23593.8,0.0759523,0
58,0.882813,48,52,0.923077,1792,24013.8,0.0746239,0
58,0.878906,48,52,0.923077,1792,24351.8,0.0735881,0
58,0.875,49,52,0.942308,1792,24799.8,0.0722588,0
58,0.871094,47,52,0.903846,2560,25567.8,0.100126,0
58,0.867188,48,52,0.923077,2560,26213.6,0.0976591,0
58,0.863281,48,52,0.923077,2816,26725.6,0.105367,0
58,0.859375,49,52,0.942308,2816,27749.6,0.101479,0
58,0.855469,50,52,0.961538,3328,28517.6,0.1167,0
58,0.851563,51,52,0.980769,3328,29541.6,0.112655,0
58,0.847656,53,52,1.01923,3328,29870.6,0.111414,0
58,0.84375,51,52,0.980769,3328,30517.5,0.109052,0
58,0.839844,52,52,1,3328,31509.5,0.105619,0
58,0.835938,51,52,0.980769,3328,32169.5,0.103452,0
58,0.832031,51,52,0.980769,3328,32649.5,0.101931,0
58,0.828125,52,52,1,3328,33234.5,0.100137,0
58,0.824219,54,52,1.03846,3328,33874.5,0.098245,0
58,0.820313,55,52,1.05769,3328,34466.5,0.0965575,0
58,0.816406,55,52,1.05769,3328,34900.5,0.0953568,0
58,0.8125,54,52,1.03846,3328,35189.5,0.0945737,0
58,0.808594,54,52,1.03846,3328,36149.5,0.0920621,0
58,0.804688,53,52,1.01923,4576,37173.5,0.123098,0
58,0.800781,53,52,1.01923,5088,37925.5,0.134158,0
58,0.796875,51,52,0.980769,5088,38517.5,0.132096,0
58,0.792969,51,52,0.980769,5088,39134.5,0.130013,0
58,0.789063,50,52,0.961538,5088,39433.4,0.129028,0
58,0.785156,50,52,0.961538,5088,40137.4,0.126765,0
58,0.78125,50,52,0.961538,5088,40410.4,0.125908,0
58,0.777344,51,52,0.980769,5088,41084.4,0.123843,0
58,0.773438,52,52,1,5088,41820.4,0.121663,0
58,0.769531,50,52,0.961538,8688,42844.4,0.20278,0
58,0.765625,51,52,0.980769,8688,43566.4,0.19942,0
58,0.761719,50,52,0.961538,8688,44000.4,0.197453,0
58,0.757813,51,52,0.980769,8688,44354.4,0.195877,0
58,0.753906,51,52,0.980769,9200,45378.4,0.20274,0
58,0.75,53,52,1.01923,9200,46338.4,0.19854,0
58,0.746094,54,52,1.03846,9200,46962.4,0.195902,0
58,0.742188,53,52,1.01923,9584,47428.4,0.202073,0
58,0.738281,51,52,0.980769,15184,48164.4,0.315254,0
58,0.734375,51,52,0.980769,15664,49124.4,0.318864,0
58,0.730469,51,52,0.980769,16176,49604.4,0.3261,0
58,0.726563,50,52,0.961538,16176,50053.4,0.323175,0
58,0.722656,48,52,0.923077,18192,51045.4,0.356389,0
58,0.71875,47,52,0.903846,18192,52005.4,0.34981,0
58,0.714844,46,52,0.884615,18192,52471.4,0.346703,0
58,0.710938,43,52,0.826923,18192,53161.4,0.342203,0
58,0.707031,43,52,0.826923,18192,54153.4,0.335935,0
58,0.703125,38,52,0.730769,18192,55113.4,0.330083,0
58,0.699219,36,52,0.692308,18192,55547.4,0.327504,0
58,0.695313,35,52,0.673077,19344,56539.4,0.342133,0
58,0.691406,35,52,0.673077,20368,57563.4,0.353836,0
58,0.6875,35,52,0.673077,20880,58315.4,0.358053,0
58,0.683594,35,52,0.673077,20880,58947.4,0.354214,0
58,0.679688,33,52,0.634615,26408,59939.4,0.440578,0
58,0.675781,32,52,0.615385,27786,60645.4,0.458172,0
58,0.671875,31,52,0.596154,27786,61253.4,0.453624,0
58,0.667969,30,52,0.576923,28426,61989.4,0.458562,1
58,0.664063,29,52,0.557692,28938,62981.4,0.459469,1
58,0.660156,29,52,0.557692,29450,63605.4,0.463011,1
58,0.65625,27,52,0.519231,33874,64341.4,0.526473,1
58,0.652344,28,52,0.538462,33874,64807.4,0.522687,1
58,0.648438,28,52,0.538462,34626,65303.4,0.530233,1
58,0.644531,27,52,0.519231,34738,65639.4,0.529225,1
58,0.640625,26,52,0.5,34738,66103.4,0.52551,1
58,0.636719,23,52,0.442308,42763,66807.4,0.640094,1
58,0.632813,24,52,0.461538,42763,67543.4,0.633119,1
58,0.628906,24,52,0.461538,42868,67872.4,0.631597,1
58,0.625,23,52,0.442308,42988,68216.4,0.630171,1
58,0.621094,23,52,0.442308,44012,69240.4,0.635641,1
58,0.617188,23,52,0.442308,44492,70200.4,0.633786,1
58,0.613281,22,52,0.423077,45516,70824.4,0.64266,1
58,0.609375,21,52,0.403846,55890,71402.4,0.782747,1
58,0.605469,19,52,0.365385,61478,72122.4,0.852412,1
58,0.601563,17,52,0.326923,65134,72826.4,0.894374,1
58,0.597656,18,52,0.346154,65646,73450.4,0.893746,1
58,0.59375,18,52,0.346154,66368,74172.4,0.894781,1
58,0.589844,17,52,0.326923,66880,74804.4,0.894065,1
58,0.585938,15,52,0.288462,67984,75556.4,0.899778,1
58,0.582031,15,52,0.288462,68496,76124.4,0.899791,1
58,0.578125,13,52,0.25,70544,77148.4,0.914394,1
58,0.574219,13,52,0.25,71266,77870.4,0.915188,1
58,0.570313,13,52,0.25,71988,78592.4,0.915967,1
58,0.566406,12,52,0.230769,73792.4,79026.4,0.933769,1
58,0.5625,12,52,0.230769,74496.4,79730.4,0.934354,1
58,0.558594,12,52,0.230769,75264.4,80498.4,0.93498,1
58,0.554688,12,52,0.230769,75612.3,80846.3,0.93526,1
58,0.550781,12,52,0.230769,76334.3,81568.3,0.935833,1
58,0.546875,11,52,0.211538,77550.3,82304.3,0.942239,1
58,0.542969,11,52,0.211538,78062.3,83072.3,0.939691,1
58,0.539063,11,52,0.211538,78686.3,83696.3,0.940141,1
58,0.535156,11,52,0.211538,79022.3,84032.3,0.94038,1
58,0.53125,10,52,0.192308,80014.3,84768.3,0.943918,1
58,0.527344,11,52,0.211538,80270.3,85136.3,0.942845,1
58,0.523438,11,52,0.211538,80750.3,85616.3,0.943165,1
58,0.519531,10,52,0.192308,82862.3,85984.3,0.963691,1
58,0.515625,9,52,0.173077,83840.3,86706.3,0.966946,1
58,0.511719,9,52,0.173077,84802.3,87668.3,0.967309,1
58,0.507813,9,52,0.173077,85298.3,88164.3,0.967493,1
58,0.503906,9,52,0.173077,86034.3,88900.3,0.967762,1
58,0.5,9,52,0.173077,86482.3,89348.3,0.967923,1
58,0.496094,9,52,0.173077,87204.3,90070.3,0.96818,1
58,0.492188,9,52,0.173077,88228.3,91094.3,0.968538,1
