Iteration,H,Number of connected components,Maximum number of connected components,Number of connected components / Maximum number of connected components,Volume largest connected component,Total Volume,Largest volume / Total volume,Is percolating
27,0.441406,6,52,0.115385,91979.3,98025.3,0.938322,1
27,0.4375,5,52,0.0961538,97995.3,98793.3,0.991922,1
27,0.433594,5,52,0.0961538,98635.3,99433.3,0.991975,1
27,0.429688,5,52,0.0961538,99565.3,100363,0.992049,1
27,0.425781,5,52,0.0961538,99949.3,100747,0.992079,1
27,0.421875,5,52,0.0961538,100541,101339,0.992125,1
27,0.417969,5,52,0.0961538,101277,102075,0.992182,1
27,0.414063,5,52,0.0961538,101629,102427,0.992209,1
27,0.410156,4,52,0.0769231,102449,103149,0.993214,1
27,0.40625,4,52,0.0769231,103217,103917,0.993264,1
27,0.402344,4,52,0.0769231,104119,104819,0.993322,1
27,0.398438,3,52,0.0576923,104735,105155,0.996006,1
27,0.394531,3,52,0.0576923,105231,105651,0.996025,1
27,0.390625,3,52,0.0576923,105553,105973,0.996037,1
27,0.386719,3,52,0.0576923,106289,106709,0.996064,1
27,0.382813,3,52,0.0576923,106724,107144,0.99608,1
27,0.378906,3,52,0.0576923,107341,107761,0.996103,1
27,0.375,2,52,0.0384615,107901,108097,0.998187,1
27,0.371094,2,52,0.0384615,108669,108865,0.9982,1
27,0.367188,2,52,0.0384615,109405,109601,0.998212,1
27,0.363281,2,52,0.0384615,110141,110337,0.998224,1
27,0.359375,2,52,0.0384615,110909,111105,0.998236,1
27,0.355469,2,52,0.0384615,111629,111825,0.998247,1
27,0.351563,2,52,0.0384615,111983,112179,0.998253,1
27,0.347656,2,52,0.0384615,112751,112947,0.998265,1
27,0.34375,2,52,0.0384615,113743,113939,0.99828,1
27,0.339844,1,52,0.0192308,114629,114629,1,1
27,0.335938,1,52,0.0192308,115221,115221,1,1
27,0.332031,1,52,0.0192308,115943,115943,1,1
27,0.328125,1,52,0.0192308,116903,116903,1,1
27,0.324219,1,52,0.0192308,117271,117271,1,1
27,0.320313,1,52,0.0192308,117783,117783,1,1
27,0.316406,1,52,0.0192308,118119,118119,1,1
27,0.3125,1,52,0.0192308,118471,118471,1,1
27,0.308594,1,52,0.0192308,119463,119463,1,1
27,0.304688,1,52,0.0192308,119673,119673,1,1
27,0.300781,1,52,0.0192308,120665,120665,1,1
27,0.296875,1,52,0.0192308,121657,121657,1,1
27,0.292969,1,52,0.0192308,122137,122137,1,1
27,0.289063,1,52,0.0192308,122857,122857,1,1
27,0.285156,1,52,0.0192308,123593,123593,1,1
27,0.28125,1,52,0.0192308,124329,124329,1,1
27,0.277344,1,52,0.0192308,124505,124505,1,1
27,0.273438,1,52,0.0192308,124828,124828,1,1
27,0.269531,1,52,0.0192308,125340,125340,1,1
27,0.265625,1,52,0.0192308,126076,126076,1,1
27,0.261719,1,52,0.0192308,126540,126540,1,1
27,0.257813,1,52,0.0192308,126908,126908,1,1
27,0.253906,1,52,0.0192308,127644,127644,1,1
27,0.25,1,52,0.0192308,127966,127966,1,1
27,0.246094,1,52,0.0192308,128502,128502,1,1
27,0.242188,1,52,0.0192308,129494,129494,1,1
27,0.238281,1,52,0.0192308,130486,130486,1,1
27,0.234375,1,52,0.0192308,131078,131078,1,1
27,0.230469,1,52,0.0192308,131814,131814,1,1
27,0.226563,1,52,0.0192308,132550,132550,1,1
27,0.222656,1,52,0.0192308,133510,133510,1,1
27,0.21875,1,52,0.0192308,134246,134246,1,1
27,0.214844,1,52,0.0192308,134982,134982,1,1
27,0.210938,1,52,0.0192308,135592,135592,1,1
27,0.207031,1,52,0.0192308,136314,136314,1,1
27,0.203125,1,52,0.0192308,136924,136924,1,1
27,0.199219,1,52,0.0192308,137692,137692,1,1
27,0.195313,1,52,0.0192308,138172,138172,1,1
27,0.191406,1,52,0.0192308,138638,138638,1,1
27,0.1875,1,52,0.0192308,139360,139360,1,1
27,0.183594,1,52,0.0192308,140128,140128,1,1
27,0.179688,1,52,0.0192308,140624,140624,1,1
27,0.175781,1,52,0.0192308,141196,141196,1,1
27,0.171875,1,52,0.0192308,141820,141820,1,1
27,0.167969,1,52,0.0192308,142382,142382,1,1
27,0.164063,1,52,0.0192308,142816,142816,1,1
27,0.160156,1,52,0.0192308,143456,143456,1,1
27,0.15625,1,52,0.0192308,144088,144088,1,1
27,0.152344,1,52,0.0192308,144810,144810,1,1
27,0.148438,1,52,0.0192308,145530,145530,1,1
27,0.144531,1,52,0.0192308,146220,146220,1,1
27,0.140625,1,52,0.0192308,146654,146654,1,1
27,0.136719,1,52,0.0192308,147584,147584,1,1
27,0.132813,1,52,0.0192308,148048,148048,1,1
27,0.128906,1,52,0.0192308,148770,148770,1,1
27,0.125,1,52,0.0192308,149732,149732,1,1
27,0.121094,1,52,0.0192308,150166,150166,1,1
27,0.117188,1,52,0.0192308,150616,150616,1,1
27,0.113281,1,52,0.0192308,151233,151233,1,1
27,0.109375,1,52,0.0192308,151745,151745,1,1
27,0.105469,1,52,0.0192308,152737,152737,1,1
27,0.101563,1,52,0.0192308,153441,153441,1,1
27,0.0976563,1,52,0.0192308,153921,153921,1,1
27,0.09375,1,52,0.0192308,154945,154945,1,1
27,0.0898438,1,52,0.0192308,155411,155411,1,1
27,0.0859375,1,52,0.0192308,155628,155628,1,1
27,0.0820313,1,52,0.0192308,156652,156652,1,1
27,0.078125,1,52,0.0192308,157676,157676,1,1
27,0.0742188,1,52,0.0192308,158014,158014,1,1
27,0.0703125,1,52,0.0192308,158638,158638,1,1
27,0.0664063,1,52,0.0192308,159134,159134,1,1
27,0.0625,1,52,0.0192308,159856,159856,1,1
27,0.0585938,1,52,0.0192308,160129,160129,1,1
27,0.0546875,1,52,0.0192308,161121,161121,1,1
27,0.0507813,1,52,0.0192308,161889,161889,1,1
27,0.046875,1,52,0.0192308,162211,162211,1,1
28,1,13,52,0.25,512,4014.88,0.127526,0
28,0.996094,15,52,0.288462,512,4766.88,0.107408,0
28,0.992188,17,52,0.326923,512,5358.88,0.0955424,0
28,0.988281,18,52,0.346154,1024,6350.88,0.161238,0
28,0.984375,20,52,0.384615,1024,6862.88,0.149209,0
28,0.980469,20,52,0.384615,1536,7886.88,0.194754,0
28,0.976563,22,52,0.423077,1536,8848.88,0.173581,0
28,0.972656,24,52,0.461538,1536,9440.88,0.162697,0
28,0.96875,26,52,0.5,1536,9920.88,0.154825,0
28,0.964844,27,52,0.519231,1536,10626.9,0.144539,0
28,0.960938,28,52,0.538462,1536,11236.9,0.136693,0
28,0.957031,29,52,0.557692,1536,11716.9,0.131093,0
28,0.953125,31,52,0.596154,1536,12484.9,0.123029,0
28,0.949219,33,52,0.634615,1536,12868.9,0.119358,0
28,0.945313,35,52,0.673077,1536,13636.9,0.112636,0
28,0.941406,37,52,0.711538,1536,14244.9,0.107828,0
28,0.9375,36,52,0.692308,1536,14980.9,0.102531,0
28,0.933594,37,52,0.711538,1536,15620.9,0.09833,0
28,0.929688,39,52,0.75,1536,16310.9,0.0941703,0
28,0.925781,40,52,0.769231,1536,17014.9,0.090274,0
28,0.921875,41,52,0.788462,1536,17736.9,0.0865992,0
28,0.917969,43,52,0.826923,1536,18472.9,0.0831489,0
28,0.914063,44,52,0.846154,2048,19464.9,0.105215,0
28,0.910156,46,52,0.884615,2048,20186.9,0.101452,0
28,0.90625,46,52,0.884615,2048,20922.9,0.0978833,0
28,0.902344,48,52,0.923077,2048,21612.9,0.0947583,0
28,0.898438,50,52,0.961538,2048,22316.9,0.0917691,0
28,0.894531,52,52,1,2048,23308.9,0.0878635,0
28,0.890625,53,52,1.01923,2048,23788.9,0.0860907,0
28,0.886719,54,52,1.03846,2048,24268.9,0.0843879,0
28,0.882813,55,52,1.05769,2048,24590.9,0.0832829,0
28,0.878906,54,52,1.03846,2048,24912.9,0.0822065,0
28,0.875,54,52,1.03846,2048,25632.9,0.0798974,0
28,0.871094,54,52,1.03846,2048,26656.9,0.0768282,0
28,0.867188,53,52,1.01923,2048,27648.9,0.0740717,0
28,0.863281,54,52,1.03846,2048,27968.9,0.0732243,0
28,0.859375,55,52,1.05769,2560,28960.9,0.0883951,0
28,0.855469,55,52,1.05769,2560,29984.9,0.0853764,0
28,0.851563,55,52,1.05769,2560,30688.9,0.0834178,0
28,0.847656,55,52,1.05769,2560,31026.9,0.0825091,0
28,0.84375,56,52,1.07692,2560,32018.9,0.0799528,0
28,0.839844,56,52,1.07692,2560,32242.9,0.0793974,0
28,0.835938,54,52,1.03846,2580,32902.9,0.0784126,0
28,0.832031,53,52,1.01923,2580,33270.9,0.0775453,0
28,0.828125,51,52,0.980769,2580,34294.9,0.0752299,0
28,0.824219,48,52,0.923077,4246,35256.9,0.12043,0
28,0.820313,48,52,0.923077,4246,35704.9,0.118919,0
28,0.816406,49,52,0.942308,4246,35984.9,0.117994,0
28,0.8125,48,52,0.923077,4608,37008.9,0.124511,0
28,0.808594,48,52,0.923077,4608,37337.9,0.123414,0
28,0.804688,47,52,0.903846,9439,38329.9,0.246257,0
28,0.800781,46,52,0.884615,9439,38658.9,0.244161,0
28,0.796875,45,52,0.865385,9439,39620.9,0.238233,0
28,0.792969,44,52,0.846154,9439,40644.9,0.232231,0
28,0.789063,46,52,0.884615,9439,41005.9,0.230187,0
28,0.785156,45,52,0.865385,9439,41709.9,0.226301,0
28,0.78125,44,52,0.846154,9951,42189.9,0.235862,0
28,0.777344,43,52,0.826923,9951,42893.9,0.231991,0
28,0.773438,43,52,0.826923,9951,43373.9,0.229424,0
28,0.769531,42,52,0.807692,9951,43853.9,0.226913,0
28,0.765625,41,52,0.788462,10671,44349.9,0.240609,0
28,0.761719,40,52,0.769231,10895,44783.9,0.24328,0
28,0.757813,40,52,0.769231,10895,45743.9,0.238174,0
28,0.753906,40,52,0.769231,10895,46495.9,0.234322,0
28,0.75,39,52,0.75,10895,46991.9,0.231849,0
28,0.746094,39,52,0.75,11135,47681.9,0.233527,0
28,0.742188,38,52,0.730769,11680,48449.9,0.241074,0
28,0.738281,37,52,0.711538,13728,49185.9,0.279105,0
28,0.734375,37,52,0.711538,13728,49953.9,0.274814,0
28,0.730469,36,52,0.692308,14736,50433.9,0.292185,0
28,0.726563,35,52,0.673077,14736,51169.9,0.287982,0
28,0.722656,36,52,0.692308,15248,52131.9,0.292489,0
28,0.71875,36,52,0.692308,15248,52597.9,0.289898,0
28,0.714844,36,52,0.692308,15760,53333.9,0.295497,0
28,0.710938,35,52,0.673077,28863,54085.9,0.533651,0
28,0.707031,35,52,0.673077,29087,54421.9,0.534473,0
28,0.703125,34,52,0.653846,31327,55157.9,0.567952,1
28,0.699219,34,52,0.653846,31439,55749.9,0.563929,1
28,0.695313,34,52,0.653846,31951,56485.9,0.565646,1
28,0.691406,32,52,0.615385,41348,57477.9,0.719372,1
28,0.6875,31,52,0.596154,41860,58117.9,0.72026,1
28,0.683594,31,52,0.596154,42484,58741.9,0.723232,1
28,0.679688,32,52,0.615385,42484,59447.9,0.714643,1
28,0.675781,32,52,0.615385,43206,60169.9,0.718067,1
28,0.671875,30,52,0.576923,43712,60458.9,0.723004,1
28,0.667969,29,52,0.557692,45184,61226.9,0.737977,1
28,0.664063,26,52,0.5,46564,61804.9,0.753403,1
28,0.660156,27,52,0.519231,46774,62526.9,0.748062,1
28,0.65625,25,52,0.480769,50006,62990.9,0.793861,1
28,0.652344,25,52,0.480769,50374,63358.9,0.795058,1
28,0.648438,25,52,0.480769,50870,63854.9,0.79665,1
28,0.644531,26,52,0.5,51382,64590.9,0.795499,1
28,0.640625,25,52,0.480769,52918,65614.9,0.806494,1
28,0.636719,25,52,0.480769,53878,66574.9,0.809284,1
28,0.632813,25,52,0.480769,54214,66910.9,0.810242,1
28,0.628906,26,52,0.5,54214,67534.9,0.802756,1
28,0.625,26,52,0.5,54775,68095.9,0.804381,1
28,0.621094,26,52,0.5,55367,68687.9,0.806067,1
28,0.617188,27,52,0.519231,55879,69439.9,0.804711,1
28,0.613281,27,52,0.519231,56343,69903.9,0.806007,1
28,0.609375,27,52,0.519231,56823,70639.9,0.804404,1
28,0.605469,27,52,0.519231,57272,71088.9,0.805639,1
28,0.601563,26,52,0.5,57496,71522.9,0.803883,1
28,0.597656,25,52,0.480769,58427,72003.9,0.811442,1
28,0.59375,24,52,0.461538,59837,72963.9,0.820091,1
28,0.589844,24,52,0.461538,60271,73397.9,0.821155,1
28,0.585938,23,52,0.442308,62255,74389.9,0.836875,1
28,0.582031,22,52,0.423077,62479,74711.9,0.836266,1
28,0.578125,21,52,0.403846,63887,75191.9,0.849653,1
28,0.574219,21,52,0.403846,64623,75927.9,0.85111,1
28,0.570313,20,52,0.384615,64791,76279.9,0.849385,1
28,0.566406,19,52,0.365385,65421,76601.9,0.854039,1
28,0.5625,18,52,0.346154,67981,77369.9,0.878649,1
28,0.558594,18,52,0.346154,68477,77865.9,0.879422,1
28,0.554688,18,52,0.346154,69501,78601.9,0.884216,1
28,0.550781,18,52,0.346154,69711,78811.9,0.884524,1
28,0.546875,18,52,0.346154,70479,79579.9,0.885638,1
28,0.542969,17,52,0.326923,70975,79927.8,0.887989,1
28,0.539063,17,52,0.326923,71679,80631.8,0.888967,1
28,0.535156,17,52,0.326923,72008,80960.8,0.889419,1
28,0.53125,17,52,0.326923,73032,81984.8,0.8908,1
28,0.527344,16,52,0.307692,75386,82418.8,0.914671,1
28,0.523438,14,52,0.269231,77532,83124.8,0.932719,1
28,0.519531,12,52,0.230769,79004,83860.8,0.942086,1
28,0.515625,12,52,0.230769,79996,84852.8,0.942763,1
28,0.511719,10,52,0.192308,83004,85556.8,0.970163,1
28,0.507813,10,52,0.192308,83726,86278.8,0.970413,1
28,0.503906,11,52,0.211538,84238,86902.8,0.969336,1
28,0.5,11,52,0.211538,85006,87670.8,0.969605,1
28,0.496094,10,52,0.192308,86510,88662.8,0.97572,1
28,0.492188,10,52,0.192308,87246,89398.8,0.97592,1
28,0.488281,10,52,0.192308,87982,90134.8,0.976116,1
28,0.484375,9,52,0.173077,89486,91158.8,0.98165,1
28,0.480469,9,52,0.173077,89934,91606.8,0.98174,1
28,0.476563,9,52,0.173077,90400,92072.8,0.981832,1
28,0.472656,8,52,0.153846,90722,92282.8,0.983087,1
28,0.46875,9,52,0.173077,91234,92922.8,0.981826,1
28,0.464844,9,52,0.173077,91490,93306.8,0.980529,1
28,0.460938,9,52,0.173077,91970,93786.8,0.980629,1
28,0.457031,9,52,0.173077,92738,94554.8,0.980786,1
28,0.453125,9,52,0.173077,93458,95274.8,0.980931,1
28,0.449219,9,52,0.173077,93938,95754.8,0.981027,1
28,0.445313,8,52,0.153846,95202,96506.8,0.98648,1
28,0.441406,8,52,0.153846,95938,97242.8,0.986583,1
28,0.4375,7,52,0.134615,96660.8,97676.8,0.989598,1
28,0.433594,7,52,0.134615,97140.8,98156.8,0.989649,1
28,0.429688,7,52,0.134615,97620.8,98636.8,0.9897,1
28,0.425781,6,52,0.115385,98188.8,98948.8,0.992319,1
28,0.421875,5,52,0.0961538,99022.8,99654.8,0.993658,1
28,0.417969,5,52,0.0961538,99726.8,100359,0.993703,1
28,0.414063,4,52,0.0769231,100383,100959,0.994295,1
28,0.410156,4,52,0.0769231,100895,101471,0.994323,1
28,0.40625,4,52,0.0769231,101919,102495,0.99438,1
28,0.402344,4,52,0.0769231,102943,103519,0.994436,1
28,0.398438,4,52,0.0769231,103935,104511,0.994489,1
28,0.394531,4,52,0.0769231,104257,104833,0.994506,1
28,0.390625,4,52,0.0769231,104897,105473,0.994539,1
28,0.386719,4,52,0.0769231,105665,106241,0.994578,1
28,0.382813,4,52,0.0769231,106689,107265,0.99463,1
28,0.378906,4,52,0.0769231,107651,108227,0.994678,1
28,0.375,4,52,0.0769231,108341,108917,0.994712,1
28,0.371094,4,52,0.0769231,109365,109941,0.994761,1
28,0.367188,4,52,0.0769231,110087,110663,0.994795,1
28,0.363281,4,52,0.0769231,110313,110889,0.994806,1
28,0.359375,4,52,0.0769231,111081,111657,0.994841,1
28,0.355469,3,52,0.0576923,111634,111986,0.996857,1
28,0.351563,3,52,0.0576923,111970,112322,0.996866,1
28,0.347656,3,52,0.0576923,112679,113031,0.996886,1
28,0.34375,3,52,0.0576923,113415,113767,0.996906,1
28,0.339844,3,52,0.0576923,113881,114233,0.996919,1
28,0.335938,2,52,0.0384615,114617,114857,0.99791,1
28,0.332031,2,52,0.0384615,114953,115193,0.997917,1
28,0.328125,1,52,0.0192308,115643,115643,1,1
28,0.324219,1,52,0.0192308,116395,116395,1,1
28,0.320313,1,52,0.0192308,117115,117115,1,1
28,0.316406,1,52,0.0192308,117867,117867,1,1
28,0.3125,1,52,0.0192308,118445,118445,1,1
28,0.308594,1,52,0.0192308,118895,118895,1,1
28,0.304688,1,52,0.0192308,119119,119119,1,1
28,0.300781,1,52,0.0192308,119793,119793,1,1
28,0.296875,1,52,0.0192308,120145,120145,1,1
28,0.292969,1,52,0.0192308,120785,120785,1,1
28,0.289063,1,52,0.0192308,121809,121809,1,1
28,0.285156,1,52,0.0192308,122577,122577,1,1
28,0.28125,1,52,0.0192308,123345,123345,1,1
28,0.277344,1,52,0.0192308,124113,124113,1,1
28,0.273438,1,52,0.0192308,125137,125137,1,1
28,0.269531,1,52,0.0192308,126067,126067,1,1
28,0.265625,1,52,0.0192308,126699,126699,1,1
28,0.261719,1,52,0.0192308,127271,127271,1,1
28,0.257813,1,52,0.0192308,127647,127647,1,1
28,0.253906,1,52,0.0192308,127836,127836,1,1
28,0.25,1,52,0.0192308,128270,128270,1,1
28,0.246094,1,52,0.0192308,129262,129262,1,1
28,0.242188,1,52,0.0192308,129711,129711,1,1
28,0.238281,1,52,0.0192308,130145,130145,1,1
28,0.234375,1,52,0.0192308,131105,131105,1,1
28,0.230469,1,52,0.0192308,132129,132129,1,1
28,0.226563,1,52,0.0192308,133121,133121,1,1
28,0.222656,1,52,0.0192308,134113,134113,1,1
28,0.21875,1,52,0.0192308,134577,134577,1,1
28,0.214844,1,52,0.0192308,134984,134984,1,1
28,0.210938,1,52,0.0192308,135944,135944,1,1
28,0.207031,1,52,0.0192308,136168,136168,1,1
28,0.203125,1,52,0.0192308,136680,136680,1,1
28,0.199219,1,52,0.0192308,137416,137416,1,1
28,0.195313,1,52,0.0192308,138440,138440,1,1
28,0.191406,1,52,0.0192308,138808,138808,1,1
28,0.1875,1,52,0.0192308,139256,139256,1,1
28,0.183594,1,52,0.0192308,140186,140186,1,1
28,0.179688,1,52,0.0192308,140796,140796,1,1
28,0.175781,1,52,0.0192308,141420,141420,1,1
28,0.171875,1,52,0.0192308,142124,142124,1,1
28,0.167969,1,52,0.0192308,142748,142748,1,1
28,0.164063,1,52,0.0192308,143470,143470,1,1
28,0.160156,1,52,0.0192308,143808,143808,1,1
28,0.15625,1,52,0.0192308,144448,144448,1,1
28,0.152344,1,52,0.0192308,144701,144701,1,1
28,0.148438,1,52,0.0192308,145453,145453,1,1
28,0.144531,1,52,0.0192308,145712,145712,1,1
28,0.140625,1,52,0.0192308,146192,146192,1,1
28,0.136719,1,52,0.0192308,146784,146784,1,1
28,0.132813,1,52,0.0192308,147408,147408,1,1
28,0.128906,1,52,0.0192308,148112,148112,1,1
28,0.125,1,52,0.0192308,148546,148546,1,1
28,0.121094,1,52,0.0192308,149236,149236,1,1
28,0.117188,1,52,0.0192308,149972,149972,1,1
28,0.113281,1,52,0.0192308,150740,150740,1,1
28,0.109375,1,52,0.0192308,151332,151332,1,1
28,0.105469,1,52,0.0192308,152038,152038,1,1
28,0.101563,1,52,0.0192308,152742,152742,1,1
28,0.0976563,1,52,0.0192308,153766,153766,1,1
28,0.09375,1,52,0.0192308,154230,154230,1,1
28,0.0898438,1,52,0.0192308,154742,154742,1,1
28,0.0859375,1,52,0.0192308,155254,155254,1,1
28,0.0820313,1,52,0.0192308,155990,155990,1,1
28,0.078125,1,52,0.0192308,156982,156982,1,1
28,0.0742188,1,52,0.0192308,157718,157718,1,1
28,0.0703125,1,52,0.0192308,158063,158063,1,1
28,0.0664063,1,52,0.0192308,158831,158831,1,1
28,0.0625,1,52,0.0192308,159477,159477,1,1
28,0.0585938,1,52,0.0192308,160213,160213,1,1
28,0.0546875,1,52,0.0192308,161173,161173,1,1
28,0.0507813,1,52,0.0192308,161751,161751,1,1
28,0.046875,1,52,0.0192308,162487,162487,1,1
29,1,13,52,0.25,512,4635,0.110464,0
29,0.996094,15,52,0.288462,512,5357,0.0955759,0
29,0.992188,16,52,0.307692,512,5823,0.0879272,0
29,0.988281,17,52,0.326923,704,6559,0.107333,0
29,0.984375,18,52,0.346154,1024,7183,0.142559,0
29,0.980469,20,52,0.384615,1024,7951,0.128789,0
29,0.976563,21,52,0.403846,1280,8687,0.147347,0
29,0.972656,22,52,0.423077,1280,9183,0.139388,0
29,0.96875,23,52,0.442308,1280,9935,0.128837,0
29,0.964844,25,52,0.480769,1280,10927,0.117141,0
29,0.960938,27,52,0.519231,1280,11647,0.1099,0
29,0.957031,29,52,0.557692,1280,11992,0.106738,0
29,0.953125,31,52,0.596154,1280,12328,0.103829,0
29,0.949219,33,52,0.634615,1280,13290,0.096313,0
29,0.945313,33,52,0.634615,1536,13674,0.11233,0
29,0.941406,35,52,0.673077,1536,14442,0.106356,0
29,0.9375,37,52,0.711538,1536,15434,0.0995205,0
29,0.933594,39,52,0.75,1536,15882,0.0967133,0
29,0.929688,40,52,0.769231,1536,16346,0.0939679,0
29,0.925781,41,52,0.788462,1536,16858,0.091114,0
29,0.921875,42,52,0.807692,1536,17626,0.087144,0
29,0.917969,43,52,0.826923,1536,18394,0.0835055,0
29,0.914063,44,52,0.846154,1536,18956,0.0810298,0
29,0.910156,45,52,0.865385,1536,19596,0.0783833,0
29,0.90625,46,52,0.884615,1536,20220,0.0759644,0
29,0.902344,48,52,0.923077,1536,20732,0.0740884,0
29,0.898438,47,52,0.903846,1536,21484,0.0714951,0
29,0.894531,46,52,0.884615,1792,22108,0.0810566,0
29,0.890625,47,52,0.903846,1792,22588,0.0793342,0
29,0.886719,48,52,0.923077,1792,23068,0.0776834,0
29,0.882813,49,52,0.942308,1792,23534,0.0761451,0
29,0.878906,47,52,0.903846,2512,24302,0.103366,0
29,0.875,48,52,0.923077,2512,25070,0.100199,0
29,0.871094,48,52,0.923077,2512,25504,0.0984944,0
29,0.867188,47,52,0.903846,2512,26464,0.0949214,0
29,0.863281,48,52,0.923077,2512,26912,0.0933413,0
29,0.859375,48,52,0.923077,2512,27360,0.0918129,0
29,0.855469,48,52,0.923077,2512,28082,0.0894523,0
29,0.851563,49,52,0.942308,2752,28546,0.0964058,0
29,0.847656,50,52,0.961538,2752,29156,0.0943888,0
29,0.84375,51,52,0.980769,2752,29892,0.0920648,0
29,0.839844,51,52,0.980769,2752,30214,0.0910836,0
29,0.835938,52,52,1,2752,30680,0.0897001,0
29,0.832031,52,52,1,2752,31610,0.0870611,0
29,0.828125,51,52,0.980769,2816,32346,0.0870587,0
29,0.824219,48,52,0.923077,3248,33066,0.0982278,0
29,0.820313,49,52,0.942308,3248,33607.9,0.096644,0
29,0.816406,49,52,0.942308,3248,34567.9,0.0939601,0
29,0.8125,48,52,0.923077,3248,34889.9,0.0930929,0
29,0.808594,49,52,0.942308,3248,35353.9,0.0918711,0
29,0.804688,50,52,0.961538,3248,36377.9,0.089285,0
29,0.800781,51,52,0.980769,3248,36761.9,0.0883524,0
29,0.796875,52,52,1,3248,37083.9,0.0875852,0
29,0.792969,51,52,0.980769,3248,37644.9,0.08628,0
29,0.789063,50,52,0.961538,3248,37840.9,0.0858331,0
29,0.785156,48,52,0.923077,3248,38320.9,0.084758,0
29,0.78125,46,52,0.884615,3248,39024.9,0.083229,0
29,0.777344,46,52,0.884615,3248,39760.9,0.0816883,0
29,0.773438,44,52,0.846154,3248,40082.9,0.0810321,0
29,0.769531,45,52,0.865385,3248,40818.9,0.079571,0
29,0.765625,47,52,0.903846,3248,41458.9,0.0783427,0
29,0.761719,46,52,0.884615,4096,42226.9,0.0969998,0
29,0.757813,44,52,0.846154,4096,42978.9,0.0953026,0
29,0.753906,44,52,0.846154,4096,43730.9,0.0936638,0
29,0.75,42,52,0.807692,8848,44722.9,0.197841,0
29,0.746094,42,52,0.807692,8848,45051.9,0.196396,0
29,0.742188,42,52,0.807692,8848,45725.9,0.193501,0
29,0.738281,42,52,0.807692,8848,46461.9,0.190436,0
29,0.734375,41,52,0.788462,8848,47071.9,0.187968,0
29,0.730469,42,52,0.807692,8848,48095.9,0.183966,0
29,0.726563,43,52,0.826923,8848,48687.9,0.181729,0
29,0.722656,43,52,0.826923,8848,49647.9,0.178215,0
29,0.71875,43,52,0.826923,8848,50383.9,0.175612,0
29,0.714844,42,52,0.807692,8848,51119.9,0.173083,0
29,0.710938,42,52,0.807692,11664,51751.9,0.225383,0
29,0.707031,42,52,0.807692,11664,52487.9,0.222223,0
29,0.703125,42,52,0.807692,11664,53079.9,0.219744,0
29,0.699219,41,52,0.788462,11664,53783.9,0.216868,0
29,0.695313,41,52,0.788462,11664,54135.9,0.215458,0
29,0.691406,39,52,0.75,11664,54903.9,0.212444,0
29,0.6875,36,52,0.692308,16240,55895.9,0.29054,0
29,0.683594,36,52,0.692308,16240,56473.9,0.287567,0
29,0.679688,34,52,0.653846,25760,57497.9,0.448017,0
29,0.675781,34,52,0.653846,25760,58459.9,0.440644,0
29,0.671875,35,52,0.673077,26272,59211.9,0.443695,0
29,0.667969,32,52,0.615385,29040,59963.9,0.484292,1
29,0.664063,32,52,0.615385,29040,60347.9,0.48121,1
29,0.660156,31,52,0.596154,29552,60987.9,0.484555,1
29,0.65625,31,52,0.596154,30576,62011.9,0.493067,1
29,0.652344,31,52,0.596154,31312,62372.9,0.502013,1
29,0.648438,32,52,0.615385,31568,62838.9,0.502364,1
29,0.644531,30,52,0.576923,38544,63455.9,0.607414,1
29,0.640625,29,52,0.557692,39552,64207.9,0.615999,1
29,0.636719,29,52,0.557692,39800,64455.9,0.617477,1
29,0.632813,27,52,0.519231,45224,65159.9,0.694047,1
29,0.628906,27,52,0.519231,45736,65783.9,0.695246,1
29,0.625,27,52,0.519231,45960,66217.9,0.694072,1
29,0.621094,25,52,0.480769,46544,66667.9,0.698147,1
29,0.617188,26,52,0.5,46544,67245.9,0.692147,1
29,0.613281,24,52,0.461538,48171,67965.9,0.708753,1
29,0.609375,23,52,0.442308,50923,68701.9,0.741217,1
29,0.605469,24,52,0.461538,51035,69053.9,0.739061,1
29,0.601563,25,52,0.480769,51259,69375.9,0.738859,1
29,0.597656,24,52,0.461538,51371,69743.9,0.736566,1
29,0.59375,24,52,0.461538,52331,70703.9,0.740143,1
29,0.589844,24,52,0.461538,52811,71393.9,0.739713,1
29,0.585938,24,52,0.461538,53771,72353.9,0.743167,1
29,0.582031,22,52,0.423077,65382,73313.9,0.891809,1
29,0.578125,21,52,0.403846,66854,74305.9,0.899714,1
29,0.574219,20,52,0.384615,67878,75073.9,0.904149,1
29,0.570313,19,52,0.365385,68550,75521.9,0.907684,1
29,0.566406,18,52,0.346154,70054,76545.9,0.91519,1
29,0.5625,18,52,0.346154,70632,77123.9,0.915825,1
29,0.558594,18,52,0.346154,70856,77544.8,0.913743,1
29,0.554688,16,52,0.307692,72378.8,78266.8,0.92477,1
29,0.550781,15,52,0.288462,73262.8,78926.8,0.928237,1
29,0.546875,15,52,0.288462,73998.8,79662.8,0.9289,1
29,0.542969,15,52,0.288462,74566.8,80230.8,0.929404,1
29,0.539063,14,52,0.269231,75542.8,80966.8,0.93301,1
29,0.535156,14,52,0.269231,75894.8,81318.8,0.9333,1
29,0.53125,14,52,0.269231,76918.8,82342.8,0.934129,1
29,0.527344,14,52,0.269231,77542.8,82966.8,0.934624,1
29,0.523438,13,52,0.25,78502.8,83702.8,0.937875,1
